コントロールカラム,商品管理番号（商品URL）,商品名,表示先カテゴリ,優先度,URL,1ページ複数形式
"","b201aa-gl","【ピストバイク ハンドル】NITTO ブルー (NITTO B201AA GOLD)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハンドル","9999","http://item.rakuten.co.jp/brotures/c/0000000136/",""
"","b201aa-gl","【ピストバイク ハンドル】NITTO ブルー (NITTO B201AA GOLD)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\NITTO","9999","http://item.rakuten.co.jp/brotures/c/0000000166/",""
"","b201aa-gl","【ピストバイク ハンドル】NITTO ブルー (NITTO B201AA GOLD)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ライザー","9999","http://item.rakuten.co.jp/brotures/c/0000000174/",""
"","b201aa-r","【ピストバイク ハンドル】NITTO ゴールド (NITTO B201AA RED)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハンドル","9999","http://item.rakuten.co.jp/brotures/c/0000000136/",""
"","b201aa-r","【ピストバイク ハンドル】NITTO ゴールド (NITTO B201AA RED)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\NITTO","9999","http://item.rakuten.co.jp/brotures/c/0000000166/",""
"","b201aa-r","【ピストバイク ハンドル】NITTO ゴールド (NITTO B201AA RED)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ライザー","9999","http://item.rakuten.co.jp/brotures/c/0000000174/",""
"","b201aa-s","【ピストバイク ハンドル】NITTO レッド (NITTO B201AA SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハンドル","9999","http://item.rakuten.co.jp/brotures/c/0000000136/",""
"","b201aa-s","【ピストバイク ハンドル】NITTO レッド (NITTO B201AA SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\NITTO","9999","http://item.rakuten.co.jp/brotures/c/0000000166/",""
"","b201aa-s","【ピストバイク ハンドル】NITTO レッド (NITTO B201AA SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ライザー","9999","http://item.rakuten.co.jp/brotures/c/0000000174/",""
"","bar_10_sweep","【ピストバイク ハンドル】リッチー シルバー (RITCHEY WCS 10 SWEEP Flat)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_3speed_22","【ピストバイク ハンドル】ソーマ  (SOMA 3スピードマスタッシュバー２２)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_3speed_24","【ピストバイク ハンドル】ソーマ  (SOMA 3スピードマスタッシュバー２４)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_456track","【ピストバイク ハンドル】ソーマ  (SOMA 456トラックバー)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_ark","【ピストバイク ハンドル】ソーマ  (SOMA ノアーズアークバー)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_c_10","【ピストバイク ハンドル】リッチー  (RITCHEY WCS Carbon 10 Flat)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_c_curve","【ピストバイク ハンドル】リッチー  (RITCHEY WCS Carbon Curve)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_c_logic_curve_bk","【ピストバイク ハンドル】リッチー ブラック (RITCHEY Comp Logic Curve BLACK)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_c_logic_curve_s","【ピストバイク ハンドル】リッチー シルバー (RITCHEY Comp Logic Curve SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_classic","【ピストバイク ハンドル】リッチー  (RITCHEY WCS Classic)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_classic_curve","【ピストバイク ハンドル】リッチー  (RITCHEY Clasic Curve)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_classic_flat10","【ピストバイク ハンドル】リッチー  (RITCHEY Classic Flat 10)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_comp_flat_s","【ピストバイク ハンドル】リッチー  (RITCHEY COMP FLAT)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_compriser_s","【ピストバイク ハンドル】リッチー  (RITCHEY COMP Rizer)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_condorina","【ピストバイク ハンドル】ソーマ  (SOMA コンドリーナバー)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_curve","【ピストバイク ハンドル】リッチー  (RITCHEY WCS Curve)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_dh","【ピストバイク ハンドル】グランジ  (grunge DH ハンドル)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_dh_straight","【ピストバイク ハンドル】グランジ  (grunge DH ストレートハンドル)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_dive","【ピストバイク ハンドル】リッチー  (RITCHEY DIVE)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_evo_curve_r","【ピストバイク ハンドル】リッチー レッド (RITCHEY WCS EVO Curve RED)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_evo_curve_s","【ピストバイク ハンドル】リッチー シルバー (RITCHEY WCS EVO Curve SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_flat","【ピストバイク ハンドル】グランジ  (grunge フラットハンドル)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_flat_mtn_r","【ピストバイク ハンドル】リッチー レッド (RITCHEY WCS Flat MTN RED)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_flat_mtn_s","【ピストバイク ハンドル】リッチー シルバー (RITCHEY WCS Flat MTN SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_intersect","【ピストバイク ハンドル】グランジ  (grunge インターセクト ハンドル)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_intervaltt","【ピストバイク ハンドル】リッチー  (RITCHEY WCS Carbon Interval TT)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_logic2_bk","【ピストバイク ハンドル】リッチー ブラック (RITCHEY WCS Logic2 BLACK)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_logic2_wh","【ピストバイク ハンドル】リッチー ホワイト (RITCHEY WCS Logic2 WHITE)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_majortailor","【ピストバイク ハンドル】ソーマ  (SOMA メジャーテーラートラックバー)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_masterfit_riser","【ピストバイク ハンドル】グランジ  (grunge マスターフィット ライザーハンドル)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_odin","【ピストバイク ハンドル】ソーマ  (SOMA オーディンハンドルバー)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_oxford","【ピストバイク ハンドル】ソーマ  (SOMA オックスフォードバー)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_probase","【ピストバイク ハンドル】リッチー  (RITCHEY PRO BASE BAR)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_riserbar","【ピストバイク ハンドル】グランジ  (grunge ライザーハンドル)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_riserbar_color","【ピストバイク ハンドル】グランジ カラー (grunge ライザーハンドル カラー)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_sl_c_lowrizer","【ピストバイク ハンドル】リッチー  (RITCHEY Super Logic Carbon Low Rizer)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_sl_crb_evo_curve","【ピストバイク ハンドル】リッチー  (RITCHEY Super Logic Carbon EVO Curve)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_sl_logic2","【ピストバイク ハンドル】リッチー  (RITCHEY Super Logic Carbon LOGIC2)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_smartfit_riser","【ピストバイク ハンドル】グランジ  (grunge スマートフィット ライザーハンドル)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_sparrow","【ピストバイク ハンドル】ソーマ  (SOMA スパローバー)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_trail_c_riser","【ピストバイク ハンドル】リッチー  (RITCHEY WCS TRAIL Carbon Rizer)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_trail_riser","【ピストバイク ハンドル】リッチー  (RITCHEY WCS TRAIL Rizer)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","bar_trail_x2","【ピストバイク ハンドル】リッチー  (RITCHEY WCS TRAIL X2)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
